id,year,title,authors,venue,category,publication_type,doi,arxiv_id,url,open_pdf_url,citation_count,source,source_query,status,notes,abbreviation,paper_label,paper_url,code_weights_label,code_weights_url,awesome_section
model_lewtun_litmetnet_test_01,2022,litmetnet-test-01,lewtun,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/lewtun/litmetnet-test-01,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_lewtun_litmetnet_test_01; developer: lewtun; discovered_via: hugging-face; tags: transformers; pytorch; satflow; forecasting; timeseries; remote-sensing; license:mit; endpoints_compatible; region:us,,,,weights,https://huggingface.co/lewtun/litmetnet-test-01,Model catalogue
model_lewtun_perceriver_test_01,2022,perceriver-test-01,lewtun,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/lewtun/perceriver-test-01,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_lewtun_perceriver_test_01; developer: lewtun; discovered_via: hugging-face; tags: transformers; pytorch; satflow; forecasting; timeseries; remote-sensing; license:mit; endpoints_compatible; region:us,,,,weights,https://huggingface.co/lewtun/perceriver-test-01,Model catalogue
model_maggnus_singapore_hawker_centers_model,2025,singapore-hawker-centers-model,maggnus,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/maggnus/singapore-hawker-centers-model,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_maggnus_singapore_hawker_centers_model; developer: maggnus; discovered_via: hugging-face; tags: singapore; hawker-centers; classification; geospatial; urban-planning; food-culture; en; license:mit; region:us,,,,weights,https://huggingface.co/maggnus/singapore-hawker-centers-model,Model catalogue
model_magicaneko_spatial_attention_unet_cloud_segmentation,2025,spatial-attention-unet-cloud-segmentation,MagicaNeko,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/MagicaNeko/spatial-attention-unet-cloud-segmentation,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_magicaneko_spatial_attention_unet_cloud_segmentation; developer: MagicaNeko; input_modality: satellite-imagery; discovered_via: hugging-face; tags: pytorch; unet; satellite-imagery; image-segmentation; spatial-attention; clouds; multispectral; en; license:mit; region:us,,,,weights,https://huggingface.co/MagicaNeko/spatial-attention-unet-cloud-segmentation,Model catalogue
model_mandresyandri_flair_inc_onnx,2026,flair-inc-onnx,mandresyandri,Hugging Face model card,foundation_models,model_card,,2211.12979,https://huggingface.co/mandresyandri/flair-inc-onnx,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mandresyandri_flair_inc_onnx; developer: mandresyandri; discovered_via: hugging-face; tags: flair; onnx; segmentation; land-cover; remote-sensing; geospatial; arxiv:2211.12979; base_model:IGNF/FLAIR-INC_rgb_12cl_resnet34-unet; base_model:quantized:IGNF/FLAIR-INC_rgb_12cl_resnet34-unet; license:etalab-2.0; region:us; base_model: IGNF/FLAIR-INC_rgb_12cl_resnet34-unet; quantized:IGNF/FLAIR-INC_rgb_12cl_resnet34-unet,,,,weights,https://huggingface.co/mandresyandri/flair-inc-onnx,Model catalogue
model_manuelhorveydaniel_changeformer,2025,ChangeFormer,manuelhorveydaniel,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/manuelhorveydaniel/ChangeFormer,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_manuelhorveydaniel_changeformer; developer: manuelhorveydaniel; input_modality: satellite-imagery; discovered_via: hugging-face; tags: change-detection; satellite-imagery; deforestation; transformer; gradio; final-year-project; en; dataset:sentinel-2; license:mit; model-index; region:us; datasets: sentinel-2,,,,weights,https://huggingface.co/manuelhorveydaniel/ChangeFormer,Model catalogue
model_marcelo_earth_lfm2_5_vl_450m_satellite_triage,2026,LFM2.5-VL-450M-satellite-triage,marcelo-earth,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/marcelo-earth/LFM2.5-VL-450M-satellite-triage,,,catalogue/models,local model JSON catalogue,candidate_adapter_model,local_id: model_marcelo_earth_lfm2_5_vl_450m_satellite_triage; developer: marcelo-earth; discovered_via: hugging-face; tags: safetensors; lfm2_vl; satellite; triage; remote-sensing; vision-language-model; lora; fine-tuned; image-text-to-text; conversational; dataset:xiang709/VRSBench; base_model:LiquidAI/LFM2.5-VL-450M; base_model:adapter:LiquidAI/LFM2.5-VL-450M; license:apache-2.0; region:us; base_model: LiquidAI/LFM2.5-VL-450M; adapter:LiquidAI/LFM2.5-VL-450M; datasets: xiang709/VRSBench,,,,weights,https://huggingface.co/marcelo-earth/LFM2.5-VL-450M-satellite-triage,Model catalogue
model_mariamismael_signal_quality_models,2026,signal-quality-models,mariamismael,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mariamismael/signal-quality-models,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mariamismael_signal_quality_models; developer: mariamismael; discovered_via: hugging-face; tags: sklearn; signal-quality; rsrp; rsrq; geospatial; en; region:us,,,,weights,https://huggingface.co/mariamismael/signal-quality-models,Model catalogue
model_mckzyl_groundset_llava_1_6_7b,2026,GroundSet-LLaVA-1.6-7B,mckzyl,Hugging Face model card,foundation_models,model_card,,2603.14609,https://huggingface.co/mckzyl/GroundSet-LLaVA-1.6-7B,,,catalogue/models,local model JSON catalogue,candidate_adapter_model,local_id: model_mckzyl_groundset_llava_1_6_7b; developer: mckzyl; input_modality: earth-observation; discovered_via: hugging-face; tags: safetensors; llava_next; vision-language-model; remote-sensing; geospatial; spatial-understanding; earth-observation; aerial-imagery; llava; lora; visual-question-answering; en; dataset:RogerFerrod/GroundSet; arxiv:2603.14609; base_model:liuhaotian/llava-v1.6-vicuna-7b; base_model:adapter:liuhaotian/llava-v1.6-vicuna-7b; license:apache-2.0; region:us; base_model: liuhaotian/llava-v1.6-vicuna-7b; adapter:liuhaotian/llava-v1.6-vicuna-7b; datasets: RogerFerrod/GroundSet,,,,weights,https://huggingface.co/mckzyl/GroundSet-LLaVA-1.6-7B,Model catalogue
model_mdranias1_satellite_building_segmentation,2025,satellite-building-segmentation,mdranias1,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mdranias1/satellite-building-segmentation,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mdranias1_satellite_building_segmentation; developer: mdranias1; input_modality: satellite-imagery; discovered_via: hugging-face; tags: pytorch; satellite-imagery; building-segmentation; computer-vision; semantic-segmentation; remote-sensing; u-net; dataset:isprs-potsdam; license:mit; model-index; region:us; datasets: isprs-potsdam,,,,weights,https://huggingface.co/mdranias1/satellite-building-segmentation,Model catalogue
model_medievalpufferfish_lst_rf_model,2026,lst-rf-model,medievalpufferfish,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/medievalpufferfish/lst-rf-model,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_medievalpufferfish_lst_rf_model; developer: medievalpufferfish; discovered_via: hugging-face; tags: sklearn; joblib; random-forest; regression; land-surface-temperature; remote-sensing; landsat; region:us,,,,weights,https://huggingface.co/medievalpufferfish/lst-rf-model,Model catalogue
model_meghanak25_sar_oil_slick_detection,2025,sar-oil-slick-detection,MeghanaK25,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/MeghanaK25/sar-oil-slick-detection,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_meghanak25_sar_oil_slick_detection; developer: MeghanaK25; input_modality: satellite-imagery; discovered_via: hugging-face; tags: resnet_oil_slick_detection; pytorch; sar; oil-slick-detection; maritime-monitoring; environmental-monitoring; satellite-imagery; resnet; computer-vision; en; dataset:sentinel-1-sar; license:apache-2.0; model-index; region:us; datasets: sentinel-1-sar,,,,weights,https://huggingface.co/MeghanaK25/sar-oil-slick-detection,Model catalogue
model_mercyiris_yolo11m_obb_aircraft,2025,yolo11m-obb-aircraft,Mercyiris,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/Mercyiris/yolo11m-obb-aircraft,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mercyiris_yolo11m_obb_aircraft; developer: Mercyiris; input_modality: satellite-imagery; discovered_via: hugging-face; tags: ultralytics; yolo; yolov11; object-detection; obb; oriented-bounding-box; aircraft-detection; military-aircraft; remote-sensing; satellite-imagery; fine-grained-recognition; multi-scale; zh; en; dataset:custom; license:apache-2.0; region:us; datasets: custom,,,,weights,https://huggingface.co/Mercyiris/yolo11m-obb-aircraft,Model catalogue
model_mespinosami_copgen_base,2026,copgen-base,mespinosami,Hugging Face model card,foundation_models,model_card,,2603.03239,https://huggingface.co/mespinosami/copgen-base,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mespinosami_copgen_base; developer: mespinosami; input_modality: earth-observation; discovered_via: hugging-face; tags: cop-gen; earth-observation; remote-sensing; diffusion; generative; copernicus; sentinel; major-tom; multimodal; latent-diffusion; dataset:Major-TOM/COP-GEN-Benchmark; arxiv:2603.03239; license:cc-by-4.0; region:us; datasets: Major-TOM/COP-GEN-Benchmark,,,,weights,https://huggingface.co/mespinosami/copgen-base,Model catalogue
model_mespinosami_copgen_vaes,2026,copgen-vaes,mespinosami,Hugging Face model card,foundation_models,model_card,,2603.03239,https://huggingface.co/mespinosami/copgen-vaes,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mespinosami_copgen_vaes; developer: mespinosami; input_modality: earth-observation; discovered_via: hugging-face; tags: cop-gen; earth-observation; remote-sensing; variational-autoencoder; copernicus; sentinel; multimodal; dataset:Major-TOM/COP-GEN-Benchmark; arxiv:2603.03239; license:cc-by-4.0; region:us; datasets: Major-TOM/COP-GEN-Benchmark,,,,weights,https://huggingface.co/mespinosami/copgen-vaes,Model catalogue
model_mfaytin_mask2former_satellite,2026,mask2former-satellite,mfaytin,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mfaytin/mask2former-satellite,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mfaytin_mask2former_satellite; developer: mfaytin; input_modality: earth-observation; discovered_via: hugging-face; tags: transformers; safetensors; mask2former; semantic-segmentation; earth-observation; satellite-imagery; land-cover; openearthmap; remote-sensing; image-segmentation; en; dataset:OpenEarthMap; license:mit; endpoints_compatible; region:us; datasets: OpenEarthMap,,,,weights,https://huggingface.co/mfaytin/mask2former-satellite,Model catalogue
model_microsoft_satclip_resnet18_l10,2023,SatCLIP-ResNet18-L10,microsoft,Hugging Face model card,foundation_models,model_card,,2311.17179; 2309.16020,https://huggingface.co/microsoft/SatCLIP-ResNet18-L10,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_microsoft_satclip_resnet18_l10; developer: microsoft; discovered_via: hugging-face; tags: geospatial; arxiv:2311.17179; arxiv:2309.16020; license:mit; region:us,,,,weights,https://huggingface.co/microsoft/SatCLIP-ResNet18-L10,Model catalogue
model_microsoft_satclip_resnet18_l40,2023,SatCLIP-ResNet18-L40,microsoft,Hugging Face model card,foundation_models,model_card,,2311.17179; 2309.16020,https://huggingface.co/microsoft/SatCLIP-ResNet18-L40,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_microsoft_satclip_resnet18_l40; developer: microsoft; discovered_via: hugging-face; tags: geospatial; arxiv:2311.17179; arxiv:2309.16020; license:mit; region:us,,,,weights,https://huggingface.co/microsoft/SatCLIP-ResNet18-L40,Model catalogue
model_microsoft_satclip_resnet50_l10,2023,SatCLIP-ResNet50-L10,microsoft,Hugging Face model card,foundation_models,model_card,,2311.17179; 2309.16020,https://huggingface.co/microsoft/SatCLIP-ResNet50-L10,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_microsoft_satclip_resnet50_l10; developer: microsoft; discovered_via: hugging-face; tags: geospatial; arxiv:2311.17179; arxiv:2309.16020; license:mit; region:us,,,,weights,https://huggingface.co/microsoft/SatCLIP-ResNet50-L10,Model catalogue
model_microsoft_satclip_resnet50_l40,2023,SatCLIP-ResNet50-L40,microsoft,Hugging Face model card,foundation_models,model_card,,2311.17179; 2309.16020,https://huggingface.co/microsoft/SatCLIP-ResNet50-L40,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_microsoft_satclip_resnet50_l40; developer: microsoft; discovered_via: hugging-face; tags: geospatial; arxiv:2311.17179; arxiv:2309.16020; license:mit; region:us,,,,weights,https://huggingface.co/microsoft/SatCLIP-ResNet50-L40,Model catalogue
model_microsoft_satclip_vit16_l10,2023,SatCLIP-ViT16-L10,microsoft,Hugging Face model card,foundation_models,model_card,,2311.17179; 2309.16020,https://huggingface.co/microsoft/SatCLIP-ViT16-L10,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_microsoft_satclip_vit16_l10; developer: microsoft; discovered_via: hugging-face; tags: geospatial; arxiv:2311.17179; arxiv:2309.16020; license:mit; region:us,,,,weights,https://huggingface.co/microsoft/SatCLIP-ViT16-L10,Model catalogue
model_microsoft_satclip_vit16_l40,2023,SatCLIP-ViT16-L40,microsoft,Hugging Face model card,foundation_models,model_card,,2311.17179; 2309.16020,https://huggingface.co/microsoft/SatCLIP-ViT16-L40,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_microsoft_satclip_vit16_l40; developer: microsoft; discovered_via: hugging-face; tags: geospatial; arxiv:2311.17179; arxiv:2309.16020; license:mit; region:us,,,,weights,https://huggingface.co/microsoft/SatCLIP-ViT16-L40,Model catalogue
model_mohitml10_urban_expansion_detector_72b_v3,2026,urban-expansion-detector-72b-v3,MohitML10,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/MohitML10/urban-expansion-detector-72b-v3,,,catalogue/models,local model JSON catalogue,candidate_adapter_model,local_id: model_mohitml10_urban_expansion_detector_72b_v3; developer: MohitML10; input_modality: satellite-imagery; discovered_via: hugging-face; tags: transformers; safetensors; geospatial; satellite-imagery; urban-expansion; lora; rocm; amd; peft; qwen2-vl; image-text-to-text; conversational; en; dataset:NuTonic/sat-bbox-metadata-sft-v1; base_model:Qwen/Qwen2.5-VL-72B-Instruct; base_model:adapter:Qwen/Qwen2.5-VL-72B-Instruct; license:apache-2.0; endpoints_compatible; region:us; base_model: Qwen/Qwen2.5-VL-72B-Instruct; adapter:Qwen/Qwen2.5-VL-72B-Instruct; datasets: NuTonic/sat-bbox-metadata-sft-v1,,,,weights,https://huggingface.co/MohitML10/urban-expansion-detector-72b-v3,Model catalogue
model_mona0125_agb_biomass_estimation_ne_india,2025,agb-biomass-estimation-ne-india,mona0125,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mona0125/agb-biomass-estimation-ne-india,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mona0125_agb_biomass_estimation_ne_india; developer: mona0125; discovered_via: hugging-face; tags: xgboost; above-ground-biomass; agb; remote-sensing; sentinel-2; sentinel-1; geospatial; northeast-india; tabular-regression; license:mit; region:us,,,,weights,https://huggingface.co/mona0125/agb-biomass-estimation-ne-india,Model catalogue
model_mona0125_soc_estimation_ne_india,2026,soc-estimation-ne-india,mona0125,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mona0125/soc-estimation-ne-india,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mona0125_soc_estimation_ne_india; developer: mona0125; discovered_via: hugging-face; tags: xgboost; soil-organic-carbon; remote-sensing; sentinel-2; sentinel-1; geospatial; northeast-india; tabular-regression; license:mit; region:us,,,,weights,https://huggingface.co/mona0125/soc-estimation-ne-india,Model catalogue
model_mradermacher_geobot_gguf,2026,geobot-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/geobot-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_geobot_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; gis; geospatial; fine-tuned; unsloth; en; sql; py; base_model:kumarprince070107/geobot; base_model:quantized:kumarprince070107/geobot; license:llama3.1; endpoints_compatible; region:us; conversational; base_model: kumarprince070107/geobot; quantized:kumarprince070107/geobot,,,,weights,https://huggingface.co/mradermacher/geobot-GGUF,Model catalogue
model_mradermacher_geobot_i1_gguf,2026,geobot-i1-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/geobot-i1-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_geobot_i1_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; gis; geospatial; fine-tuned; unsloth; en; sql; py; base_model:kumarprince070107/geobot; base_model:quantized:kumarprince070107/geobot; license:llama3.1; endpoints_compatible; region:us; imatrix; conversational; base_model: kumarprince070107/geobot; quantized:kumarprince070107/geobot,,,,weights,https://huggingface.co/mradermacher/geobot-i1-GGUF,Model catalogue
model_mradermacher_geoscholar_qa_1_2b_gguf,2025,GeoScholar-QA-1.2B-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/GeoScholar-QA-1.2B-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_geoscholar_qa_1_2b_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; geoscience; question-answering; supervised-fine-tuning; academic; earth-sciences; remote-sensing; gis; text-generation-inference; unsloth; lfm2; en; dataset:GeoGPT-Research-Project/GeoGPT-QA; base_model:yasserrmd/GeoScholar-QA-1.2B; base_model:quantized:yasserrmd/GeoScholar-QA-1.2B; license:cc-by-4.0; endpoints_compatible; region:us; conversational; base_model: yasserrmd/GeoScholar-QA-1.2B; quantized:yasserrmd/GeoScholar-QA-1.2B; datasets: GeoGPT-Research-Project/GeoGPT-QA,,,,weights,https://huggingface.co/mradermacher/GeoScholar-QA-1.2B-GGUF,Model catalogue
model_mradermacher_landai_base_gguf,2026,LandAI-Base-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/LandAI-Base-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_landai_base_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; geospatial-reasoning; qwen2.5-vl; sft; chain-of-thought; ms-swift; en; zh; base_model:zhou777/LandAI-Base; base_model:quantized:zhou777/LandAI-Base; license:apache-2.0; endpoints_compatible; region:us; conversational; base_model: zhou777/LandAI-Base; quantized:zhou777/LandAI-Base,,,,weights,https://huggingface.co/mradermacher/LandAI-Base-GGUF,Model catalogue
model_mradermacher_landai_base_i1_gguf,2026,LandAI-Base-i1-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/LandAI-Base-i1-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_landai_base_i1_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; geospatial-reasoning; qwen2.5-vl; sft; chain-of-thought; ms-swift; en; zh; base_model:zhou777/LandAI-Base; base_model:quantized:zhou777/LandAI-Base; license:apache-2.0; endpoints_compatible; region:us; imatrix; conversational; base_model: zhou777/LandAI-Base; quantized:zhou777/LandAI-Base,,,,weights,https://huggingface.co/mradermacher/LandAI-Base-i1-GGUF,Model catalogue
model_mradermacher_landai_l1_gguf,2026,LandAI-L1-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/LandAI-L1-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_landai_l1_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; land-use; qwen2.5-vl; multimodal; ms-swift; en; zh; base_model:zhou777/LandAI-L1; base_model:quantized:zhou777/LandAI-L1; license:apache-2.0; endpoints_compatible; region:us; conversational; base_model: zhou777/LandAI-L1; quantized:zhou777/LandAI-L1,,,,weights,https://huggingface.co/mradermacher/LandAI-L1-GGUF,Model catalogue
model_mradermacher_landai_l1_i1_gguf,2026,LandAI-L1-i1-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/LandAI-L1-i1-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_landai_l1_i1_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; land-use; qwen2.5-vl; multimodal; ms-swift; en; zh; base_model:zhou777/LandAI-L1; base_model:quantized:zhou777/LandAI-L1; license:apache-2.0; endpoints_compatible; region:us; imatrix; conversational; base_model: zhou777/LandAI-L1; quantized:zhou777/LandAI-L1,,,,weights,https://huggingface.co/mradermacher/LandAI-L1-i1-GGUF,Model catalogue
model_mradermacher_landai_l1_zero_gguf,2026,LandAI-L1-Zero-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/LandAI-L1-Zero-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_landai_l1_zero_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; land-use; qwen2.5-vl; multimodal; ms-swift; experimental; baseline; en; zh; base_model:zhou777/LandAI-L1-Zero; base_model:quantized:zhou777/LandAI-L1-Zero; license:apache-2.0; endpoints_compatible; region:us; conversational; base_model: zhou777/LandAI-L1-Zero; quantized:zhou777/LandAI-L1-Zero,,,,weights,https://huggingface.co/mradermacher/LandAI-L1-Zero-GGUF,Model catalogue
model_mradermacher_landai_l1_zero_i1_gguf,2026,LandAI-L1-Zero-i1-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/LandAI-L1-Zero-i1-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_landai_l1_zero_i1_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; land-use; qwen2.5-vl; multimodal; ms-swift; experimental; baseline; en; zh; base_model:zhou777/LandAI-L1-Zero; base_model:quantized:zhou777/LandAI-L1-Zero; license:apache-2.0; endpoints_compatible; region:us; imatrix; conversational; base_model: zhou777/LandAI-L1-Zero; quantized:zhou777/LandAI-L1-Zero,,,,weights,https://huggingface.co/mradermacher/LandAI-L1-Zero-i1-GGUF,Model catalogue
model_mradermacher_migrant_gguf,2025,MIGRANT-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/MIGRANT-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_migrant_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; multi-image-grounding; remote-sensing; en; dataset:An-Xiao/MIG-RS-Instruct; dataset:An-Xiao/MIG-RS-Bench; base_model:An-Xiao/MIGRANT; base_model:quantized:An-Xiao/MIGRANT; license:apache-2.0; endpoints_compatible; region:us; conversational; base_model: An-Xiao/MIGRANT; quantized:An-Xiao/MIGRANT; datasets: An-Xiao/MIG-RS-Instruct; An-Xiao/MIG-RS-Bench,,,,weights,https://huggingface.co/mradermacher/MIGRANT-GGUF,Model catalogue
model_mradermacher_remote_sensing_qwen2_vl_2b_instruct_gguf,2025,remote-sensing-Qwen2-VL-2B-Instruct-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/remote-sensing-Qwen2-VL-2B-Instruct-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_remote_sensing_qwen2_vl_2b_instruct_gguf; developer: mradermacher; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; en; dataset:AdaptLLM/remote-sensing-visual-instructions; base_model:AdaptLLM/remote-sensing-Qwen2-VL-2B-Instruct; base_model:quantized:AdaptLLM/remote-sensing-Qwen2-VL-2B-Instruct; license:apache-2.0; endpoints_compatible; region:us; conversational; base_model: AdaptLLM/remote-sensing-Qwen2-VL-2B-Instruct; quantized:AdaptLLM/remote-sensing-Qwen2-VL-2B-Instruct; datasets: AdaptLLM/remote-sensing-visual-instructions,,,,weights,https://huggingface.co/mradermacher/remote-sensing-Qwen2-VL-2B-Instruct-GGUF,Model catalogue
model_mradermacher_terrasense_gguf,2025,TerraSense-GGUF,mradermacher,Hugging Face model card,foundation_models,model_card,,,https://huggingface.co/mradermacher/TerraSense-GGUF,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_mradermacher_terrasense_gguf; developer: mradermacher; input_modality: earth-observation; discovered_via: hugging-face; tags: transformers; gguf; remote-sensing; mllm; multimodal; earth-observation; satellite-imagery; en; zh; base_model:TerraSense-CASM/TerraSense; base_model:quantized:TerraSense-CASM/TerraSense; license:apache-2.0; endpoints_compatible; region:us; conversational; base_model: TerraSense-CASM/TerraSense; quantized:TerraSense-CASM/TerraSense,,,,weights,https://huggingface.co/mradermacher/TerraSense-GGUF,Model catalogue
model_msradam_prithvi_eo_2_0_nyc_pluvial,2026,Prithvi-EO-2.0-NYC-Pluvial,msradam,Hugging Face model card,foundation_models,model_card,,2412.02732,https://huggingface.co/msradam/Prithvi-EO-2.0-NYC-Pluvial,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_msradam_prithvi_eo_2_0_nyc_pluvial; developer: msradam; input_modality: earth-observation; discovered_via: hugging-face; tags: terratorch; earth-observation; geospatial; sentinel-2; flood; pluvial; hurricane-ida; hurricane-sandy; nyc; new-york; segmentation; amd; rocm; arxiv:2412.02732; base_model:ibm-nasa-geospatial/Prithvi-EO-2.0-300M-TL-Sen1Floods11; base_model:finetune:ibm-nasa-geospatial/Prithvi-EO-2.0-300M-TL-Sen1Floods11; license:apache-2.0; region:us; base_model: ibm-nasa-geospatial/Prithvi-EO-2.0-300M-TL-Sen1Floods11; finetune:ibm-nasa-geospatial/Prithvi-EO-2.0-300M-TL-Sen1Floods11,,,,weights,https://huggingface.co/msradam/Prithvi-EO-2.0-NYC-Pluvial,Model catalogue
model_msradam_terramind_base_flood_amd_reproduction,2026,TerraMind-base-Flood-AMD-reproduction,msradam,Hugging Face model card,foundation_models,model_card,,2504.11171,https://huggingface.co/msradam/TerraMind-base-Flood-AMD-reproduction,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_msradam_terramind_base_flood_amd_reproduction; developer: msradam; input_modality: earth-observation; discovered_via: hugging-face; tags: terratorch; earth-observation; geospatial; sentinel-1; sentinel-2; dem; flood; segmentation; amd; rocm; dataset:ibm-esa-geospatial/ImpactMesh-Flood; arxiv:2504.11171; base_model:ibm-esa-geospatial/TerraMind-1.0-base; base_model:finetune:ibm-esa-geospatial/TerraMind-1.0-base; license:apache-2.0; region:us; base_model: ibm-esa-geospatial/TerraMind-1.0-base; finetune:ibm-esa-geospatial/TerraMind-1.0-base; datasets: ibm-esa-geospatial/ImpactMesh-Flood,,,,weights,https://huggingface.co/msradam/TerraMind-base-Flood-AMD-reproduction,Model catalogue
model_msradam_terramind_base_flood_nyc,2026,TerraMind-base-Flood-NYC,msradam,Hugging Face model card,foundation_models,model_card,,2504.11171,https://huggingface.co/msradam/TerraMind-base-Flood-NYC,,,catalogue/models,local model JSON catalogue,candidate_model,local_id: model_msradam_terramind_base_flood_nyc; developer: msradam; input_modality: earth-observation; discovered_via: hugging-face; tags: terratorch; earth-observation; geospatial; sentinel-1; sentinel-2; land-cover; lulc; tim; thinking-in-modalities; building-footprints; nyc; new-york; segmentation; amd; rocm; dataset:Major-TOM/Core-S2L2A; dataset:Major-TOM/Core-S1RTC; arxiv:2504.11171; base_model:ibm-esa-geospatial/TerraMind-1.0-base; base_model:finetune:ibm-esa-geospatial/TerraMind-1.0-base; license:apache-2.0; region:us; base_model: ibm-esa-geospatial/TerraMind-1.0-base; finetune:ibm-esa-geospatial/TerraMind-1.0-base; datasets: Major-TOM/Core-S2L2A; Major-TOM/Core-S1RTC,,,,weights,https://huggingface.co/msradam/TerraMind-base-Flood-NYC,Model catalogue
